動画ID,aa,ccc,gj,gumi,intro,joy,ktkr,meiko,mirai,wktk,wr,www,yyy,いい,いいね,うい,うぽつ,ええ,おおい,お前,かっこ,かっこいい,かわいい,かわゆい,きた,きれい,ここ,こと,これ,さん,すき,すぎ,すこっぷ,すごい,そう,それ,たま,ちゃん,ちょ,っぽい,ない,なに,なん,ほしい,みたい,もきゅもきゅ,やばい,よい,よさげ,りんり,アブ,カラオケ,コピー,コメ,サビ,タグ,ダイヤ,ネギ,ハート,マイリス,ミク,ミリオン,リリン,リン,ルカ,レン,一番,中毒,久々,久しぶり,乖離,今日,共感,再生,初見,動画,可愛い,大好き,好き,好きだ,小説,弾幕,忍者,愛愛愛,感じ,支援,最高,期待,歌詞,殿堂入り,画質,神曲,素敵,綺麗,職人,脚気,良い,調教,配信,鳥肌
sm13101737,0,0,1,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,1,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,2,0,0,0,1
sm13121567,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sm13124416,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
sm13207406,0,0,1,0,0,0,0,0,0,0,0,0,0,8,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
sm13269029,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,1,0,0,0,5,0,0,0,2,5,0,1,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,1,1,0,2
sm13283978,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2,0,0,0,0,0,1,3,0,0,0,0,0,1,1,0,0,1,0,2,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,5,0,0,0,0,1,0,0,0,1,0,0,0,4,0,0,5,2,10,0,0
sm13304052,0,0,0,21,0,0,0,0,0,0,0,5,0,49,6,0,0,1,1,3,0,0,60,11,0,0,4,1,1,0,2,0,0,4,3,1,0,4,0,2,9,0,0,0,4,0,2,4,0,0,0,2,0,2,7,0,0,0,2,0,0,0,0,0,0,0,5,1,0,0,0,0,1,0,1,1,28,7,30,1,8,0,0,0,0,0,2,0,4,0,1,0,0,0,0,1,3,0,0,0
sm13306896,0,0,0,0,0,1,1,0,0,0,0,7,1,117,26,7,2,5,12,3,0,5,77,5,3,3,16,11,33,28,15,2,24,34,11,2,0,1,1,13,14,4,1,2,27,0,11,6,0,0,0,2,0,7,18,3,0,0,18,7,13,1,0,0,0,0,1,11,1,3,0,0,78,1,2,4,20,15,43,9,0,7,0,0,6,0,14,1,31,0,0,6,12,21,4,1,18,3,4,7
sm13355870,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0
sm13361994,0,0,0,0,0,0,1,0,0,0,12,10,92,42,6,5,0,6,42,2,1,13,69,10,3,0,6,3,13,10,10,7,0,5,0,0,1,53,1,1,14,3,1,8,1,0,12,16,0,0,0,0,0,1,1,0,0,0,3,0,2,22,0,116,0,107,5,0,0,0,0,2,6,1,3,0,63,28,33,3,160,0,0,0,1,5,35,0,1,0,0,2,0,0,0,1,17,0,0,0
sm13523086,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sm13539726,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,0,0,3,13,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2,0,2,1,0,0,1,1,0,2,0,0,0,0,1,0,0,3,0,0,0,0,3,0,0,0,9,0,7,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,17,1,2,1,1
sm13611637,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0
sm13660306,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
sm13667717,0,0,0,14,3,0,1,0,0,5,0,3,0,20,12,0,0,2,0,1,3,26,2,0,1,0,4,1,9,3,4,0,0,1,0,0,0,0,0,2,1,1,2,1,3,0,0,0,0,0,0,1,0,10,0,0,0,0,0,1,1,0,0,1,0,0,1,6,1,0,0,2,0,2,9,0,1,2,3,1,0,1,0,662,1,0,4,1,0,0,0,1,2,0,0,18,2,1,2,0
sm13688764,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,12,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sm13743929,0,0,0,0,0,0,0,0,0,0,0,0,0,19,8,0,0,0,0,0,0,7,6,0,0,1,0,2,5,1,1,0,0,4,0,1,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,5,9,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,1,2,9,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,6,2,0,0
sm13877207,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,4,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sm13828417,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,2,1,0,0,0,1,4,1,0,0,0,2,4,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,1,0,0,0
sm13906236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0
sm13933448,0,0,1,2,0,0,3,0,0,9,0,0,0,2,1,0,24,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sm13975932,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
sm13984259,0,0,0,0,0,0,1,0,0,0,0,0,0,5,2,3,0,2,0,0,2,6,0,0,0,0,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,5,0,3,0,0
sm13988881,0,0,1,0,2,0,0,0,0,43,0,0,0,7,2,0,3,0,1,0,0,0,14,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0
sm13991340,0,0,2,0,2,1,1,0,0,111,0,0,0,20,7,1,35,0,1,0,0,0,1,0,0,3,0,1,4,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,10,0,0,0,0,2,0,0,0,0,2,4,2,0,0,0,0,0,0,0,1,1,0,0,0,0,20,1,1,2,5,0,0,1,0,0,2,0,0,4,0,0,0,2,0,0,0,0,2,2,0,1
sm14011063,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,3,0,0,0,0,0,0,4,0,0,2,0,0,0,1,0,0,0,3,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sm14019085,0,0,0,0,0,0,0,0,0,0,0,1,0,16,5,0,0,0,0,0,1,2,2,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,6,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1
sm14023769,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,3,0,0,0,0,0,6,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sm14026396,0,0,0,0,0,0,0,0,0,4,0,1,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,2,1,0,0,0,0,0,0
sm14129888,0,0,1,0,0,0,2,0,0,0,0,0,0,14,2,0,0,0,0,0,1,3,0,0,0,1,6,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,2,0,2
sm14162938,0,0,0,4,0,0,0,0,0,0,0,0,0,3,2,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0
sm14178212,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
sm1418287,0,0,4,0,1,0,0,0,0,4,0,1,0,6,0,1,0,7,0,0,0,0,1,0,2,0,0,0,32,1,1,4,0,19,1,0,0,1,13,0,2,1,4,0,0,0,0,3,0,0,0,0,0,3,0,1,0,1,0,1,13,0,0,0,0,0,0,0,0,1,0,0,0,3,0,7,0,1,3,0,0,0,0,0,0,4,1,1,3,0,1,0,0,0,0,2,5,1,0,2
sm14270346,0,0,0,24,8,0,7,0,0,16,0,2,0,22,10,1,1,9,3,0,2,30,3,0,2,2,2,2,4,3,2,1,0,2,1,0,0,0,1,0,0,1,0,0,3,0,7,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,1,0,0,0,0,0,4,1,0,2,3,1,0,0,0,0,3,0,1,6,2,0,1,0,2,2,0,42,0,2,0,3
sm14188383,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,5,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,0,0
sm14274692,0,0,0,4,0,0,0,0,0,1,0,1,0,4,0,2,0,6,2,105,0,2,0,0,2,0,2,0,9,5,0,3,0,1,1,0,0,1,0,0,2,0,0,2,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,5,0,6,3,0,0,0,1,0,0,6,0,0,3,7,0,0,0,0,0,0,0,3,0,21,0,0,0,2,0,1,2,1,0,1,1
sm14300255,1,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
sm14340959,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
sm14367556,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
sm14407430,0,0,0,1,2,0,0,0,0,44,0,0,0,7,2,0,0,1,0,0,1,6,0,0,0,1,2,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,0,0,0,0
sm14503375,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sm14535451,4,0,0,0,2,0,1,0,0,59,0,8,0,30,19,4,1,2,3,0,0,1,131,6,2,5,5,2,25,4,2,1,0,24,2,0,0,0,0,0,1,9,4,1,1,0,3,2,2,0,0,1,0,19,0,5,0,0,0,2,4,0,0,0,0,0,0,10,0,0,0,1,0,1,5,1,14,4,12,4,0,1,0,0,2,0,1,2,1,9,5,0,2,6,0,0,4,1,0,0
sm1459286,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
sm14605161,0,0,0,0,0,0,0,0,0,8,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sm14619871,0,0,0,6,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
sm14637044,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,1,5,0,0
sm14606732,0,0,1,0,0,4,0,0,0,0,0,98,0,16,5,1,0,1,5,2,0,8,16,2,1,0,6,4,34,25,3,4,0,5,5,0,0,2,17,5,3,2,4,1,6,0,3,2,0,0,0,4,0,1,6,1,0,0,0,1,56,0,0,0,45,0,1,6,0,1,0,0,0,1,0,3,2,3,8,2,0,4,0,0,0,0,3,0,6,0,1,0,2,0,0,11,3,14,2,2
sm14639128,0,0,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,0,0,0,9,0,1,0,1,0,3,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,1,1,2,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0
sm14639413,0,0,0,0,0,0,0,0,0,0,0,2,0,12,8,0,1,2,1,0,0,0,48,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,9,1,5,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0
sm14641461,6,0,0,0,0,2,0,22,0,1,0,1,0,31,16,0,0,7,1,0,4,18,10,0,2,10,5,2,16,3,2,2,0,8,2,0,0,28,2,5,4,1,1,2,8,0,1,3,0,0,0,3,0,0,3,0,0,0,0,4,0,0,0,1,0,0,2,0,0,1,0,1,0,1,0,1,3,1,14,1,0,0,0,0,4,1,2,1,1,0,3,1,8,7,0,11,5,12,2,1
sm14657185,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,1,3,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
sm14662292,0,0,1,0,0,0,1,0,0,1,0,0,0,3,0,0,0,0,1,0,0,2,0,0,1,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
sm14679230,0,0,2,0,0,0,0,0,0,0,0,0,0,12,5,0,0,2,0,0,0,0,29,1,0,1,1,1,1,7,1,0,0,2,0,0,0,1,0,0,1,0,0,0,1,0,2,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,18,0,1,0,1,0,0,0,0,0,0,1,4,4,2,0,0,4,0,0,0,0,1,0,0,0,2,0,3,4,0,0,3,2,0,1
sm14700702,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,1,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0
sm14704133,0,0,0,0,0,0,0,0,0,0,0,1,0,8,1,0,0,1,1,0,0,1,8,0,0,0,0,3,10,0,0,0,0,1,0,0,0,2,1,0,2,5,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,1,5,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
sm14731596,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
sm14742092,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,11,0,0,0,0,0,5,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
sm14760181,0,0,0,1,0,0,0,0,0,0,0,0,0,18,3,0,0,1,0,0,0,6,0,0,0,0,0,0,4,8,1,0,0,7,4,2,0,0,0,2,4,0,0,4,3,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,1,1,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,3,0,0,0,4,0,0,0,3,1,0,5,4,9,0,0
sm14820593,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,1,0,1,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,1,0,0,0
sm14829786,0,0,0,4,0,0,0,0,0,1,0,1,0,9,0,0,1,0,2,0,0,0,4,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sm14849770,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,6,0,1,0,0
sm14864051,0,0,4,0,0,0,1,0,0,0,0,0,0,16,4,2,0,1,0,0,0,0,3,0,1,7,0,0,1,1,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,1,0,1,0,0,3,0,2,0,1,0,0,1,0,11,5,0,1,0,1,0
sm14891347,0,0,0,2,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
sm14904005,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,1,1,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1
sm14926860,62,0,0,0,7,23,11,0,0,359,676,26,4060,24,4,2,1,9,1,0,6,22,4,0,16,1,4,3,34,55,12,1,0,3,3,3,63,3,3,2,7,5,1,5,2,0,7,3,0,0,0,6,0,23,0,1,0,2,148,2,2,7,0,2,0,107,0,6,11,13,0,0,0,2,133,7,2,32,29,2,2,11,0,0,3,4,14,6,3,0,1,2,2,0,0,13,1,1,9,0
